company_id,industry,years_in_business,num_employees,annual_revenue,current_ratio,debt_to_equity,interest_coverage,profit_margin,asset_turnover,operating_cash_flow,working_capital,primary_bank_relationship_years,num_banking_products,credit_line_amount,credit_utilization,outstanding_loans,days_past_due,payment_delays_12m,geographic_risk,market_competition,management_quality,sme_credit_score,default_probability,is_default,observation_date,gdp_growth,unemployment_rate,interest_rate,credit_spread,vix,macro_risk_factor
SME_08507,Manufacturing,6.3,1,100000.0,0.86,0.12,6.15,0.1386,1.84,14737.16,8999.01,2.1,4,27973.85,0.2102,5879.4,30,2,Low,Medium,7.8,670,0.015540111846643966,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
SME_08508,Healthcare,15.5,1,213629.82,0.9,1.15,8.68,0.0132,0.37,2439.62,32723.17,7.7,5,64114.21,0.3373,21623.52,0,0,High,Medium,7.1,643,0.026112943881424117,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.9378168222434928
SME_08509,Professional Services,2.2,2,316153.87,1.49,0.66,5.66,0.04,0.65,14340.79,74405.5,1.0,3,59958.44,0.5862,35150.3,0,0,Low,Medium,9.2,642,0.031704683864782784,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.923985757772383
SME_08510,Manufacturing,20.3,57,8955249.63,1.63,0.48,3.57,0.1336,0.93,1292788.58,1507693.42,14.2,4,3302772.15,0.1786,589787.7,0,0,Low,Medium,7.0,724,0.00245211886726614,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9763601936711731
SME_08511,Finance,1.8,1,239646.11,0.5,0.64,6.71,0.0847,0.86,26122.45,22905.83,1.3,5,107607.97,0.1597,17184.61,0,2,Low,Medium,9.6,633,0.06368843895925885,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8928711362213282
SME_08512,Education,1.9,3,262656.09,1.88,0.31,10.59,0.0718,0.84,19684.82,61734.58,1.5,5,89059.43,0.2019,17978.46,30,1,Low,Medium,9.2,727,0.008572827594414821,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.8530543036014939
SME_08513,Healthcare,4.1,2,240556.75,1.51,1.23,3.46,0.1686,1.78,50094.45,19827.27,2.2,6,97957.07,0.1463,14330.83,0,0,High,High,7.5,656,0.006603258255632869,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
SME_08514,Retail Trade,10.7,11,1519566.43,0.99,0.74,9.39,0.0565,0.64,100237.83,235348.61,3.4,1,505663.38,0.1702,86057.68,0,1,Low,Medium,6.9,685,0.022700572168760435,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.666058435728249
SME_08515,Manufacturing,42.5,2,276745.07,1.62,0.93,8.02,-0.0569,0.2,-15474.51,34165.51,22.8,3,68289.77,0.4521,30871.35,0,0,Low,Medium,6.8,621,0.02402600843174006,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.9378168222434928
SME_08516,Real Estate,16.9,35,3648448.49,4.77,1.69,8.52,0.1129,2.39,378892.88,739621.16,5.5,2,1735285.48,0.1161,201478.09,0,2,Medium,High,7.6,714,0.005494659721313415,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8891393605101355
SME_08517,Retail Trade,24.0,10,771054.8,0.98,0.17,9.48,0.0398,1.19,32012.05,95622.8,11.7,7,291510.77,0.3088,90027.14,0,1,Low,High,7.4,708,0.016344473251682843,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,1.0160229505175198
SME_08518,Construction,1.0,13,1609108.32,0.68,0.46,1.57,0.0723,1.46,134604.66,258660.73,1.0,2,354459.63,0.1417,50215.36,0,3,Low,High,4.9,590,0.1297271952826932,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.9121737576182614
SME_08519,Construction,8.0,12,599039.93,0.86,3.0,3.75,-0.0154,2.56,-11919.42,146379.43,4.4,1,267038.81,0.4021,107386.88,0,0,Low,Medium,7.3,509,0.26986825230082095,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.7947300920328391
SME_08520,Retail Trade,15.6,16,873491.35,2.37,1.05,7.63,-0.031,1.01,-28660.62,75983.71,13.4,4,202262.15,0.6178,124957.15,0,0,Low,High,4.9,625,0.03130202921389553,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,1.0160229505175198
SME_08521,Other Services,5.2,11,547929.98,1.4,1.38,3.9,0.0734,1.72,49872.0,82502.75,2.1,3,155229.56,0.0498,7726.93,0,2,Low,High,7.6,632,0.029485815093977946,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
SME_08522,Professional Services,1.0,1,114737.25,2.46,0.31,3.39,0.0811,1.16,10344.85,17848.43,1.0,6,28912.55,0.3496,10108.19,30,1,Low,Medium,8.1,685,0.013287663675397594,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.817930208741833
SME_08523,Healthcare,13.2,11,1726929.2,3.46,0.43,8.81,0.0141,2.22,20322.21,107658.29,6.5,1,464862.01,0.1606,74679.9,90,0,Low,Medium,6.6,704,0.00652213012285045,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.817930208741833
SME_08524,Real Estate,3.6,19,1594742.69,3.83,0.63,2.65,0.1417,1.0,196609.06,167871.11,2.6,1,449557.49,0.13,58445.89,120,2,Low,Medium,5.8,666,0.009378768567657724,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.6613260971441672
SME_08525,Technology,4.7,18,4779574.89,1.43,1.47,2.24,0.0673,0.65,290147.74,919918.14,1.4,2,1914960.8,0.3511,672355.23,0,1,Medium,High,7.0,619,0.025710375863536375,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
SME_08526,Real Estate,23.7,25,4105744.05,0.97,0.16,12.45,0.0202,0.94,95227.04,867098.09,16.6,2,922040.2,0.6185,570321.41,0,1,High,Low,6.9,677,0.03196299059092658,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,1.0160229505175198
SME_08527,Food Services,15.8,16,838992.97,1.71,2.17,5.58,0.0379,0.61,36393.83,62396.64,7.4,2,340530.28,0.344,117152.84,0,0,Low,High,10.0,645,0.02474170789592033,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.8530543036014939
SME_08528,Manufacturing,1.6,5,605920.23,2.86,0.46,10.01,0.0785,1.32,49598.48,54141.64,1.0,7,211440.36,0.3579,75685.06,0,2,Medium,Medium,6.8,720,0.011998952949729146,1,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_08529,Other Services,17.9,102,11791091.24,0.64,0.48,4.53,0.09,1.25,974157.08,794609.16,12.6,1,5639836.47,0.6116,3449097.63,0,2,Low,High,5.3,655,0.02571083847277661,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.9468380264727759
SME_08530,Professional Services,8.6,40,3330094.59,1.42,1.32,18.61,0.0545,2.69,225217.38,402454.96,6.8,5,478636.63,0.4126,197480.12,0,2,Medium,Medium,5.5,668,0.015414468754436236,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.817930208741833
SME_08531,Manufacturing,7.8,6,478259.89,1.51,1.22,3.89,0.0573,3.42,29414.84,34226.12,4.0,2,208657.42,0.0483,10086.69,0,0,Medium,High,6.4,651,0.018355096315888286,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7440273448187127
SME_08532,Professional Services,20.7,33,3455338.93,0.5,2.2,8.12,0.0944,2.29,363246.95,707666.36,7.1,2,1604790.17,0.1805,289716.46,30,1,Low,High,7.8,653,0.027563251991237804,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.9967093521794543
SME_08533,Retail Trade,1.0,1,100000.0,1.97,0.41,6.57,0.0344,0.61,3026.06,10821.65,1.0,1,27245.95,0.4477,12196.9,0,2,Low,Medium,8.7,656,0.03631051481454932,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7440273448187127
SME_08534,Professional Services,9.3,8,1216347.63,0.57,0.53,3.87,0.1163,0.36,175966.4,173988.45,4.0,2,240320.74,0.3473,83473.8,0,0,Low,Medium,6.0,656,0.01940620981054832,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.9121737576182614
SME_08535,Healthcare,10.4,4,317425.08,1.1,1.16,16.33,0.1998,0.98,55382.24,28983.1,4.4,2,82743.5,0.2545,21057.29,0,0,High,Medium,6.1,705,0.0046005510141517,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_08536,Finance,12.7,42,6290668.17,2.46,3.0,16.96,0.1817,1.74,1143606.97,1462618.89,6.5,2,1008832.77,0.6353,640932.44,0,1,High,High,6.5,678,0.0069557194547294225,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9763601936711731
SME_08537,Finance,9.1,3,467684.35,0.5,0.5,8.91,0.0294,2.01,16668.19,78978.27,6.6,2,160243.62,0.2403,38511.39,90,0,Low,High,5.7,648,0.04950417150568908,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_08538,Manufacturing,13.4,50,10822339.72,1.1,0.56,9.53,0.0307,0.89,396254.08,737109.1,11.9,2,3043954.6,0.7154,2177748.21,0,0,Medium,Medium,7.4,664,0.026830630503721496,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.817930208741833
SME_08539,Construction,1.3,6,309724.01,0.63,0.37,4.71,0.0633,4.0,24899.39,45429.76,1.0,2,129127.68,0.8195,105822.88,0,1,Low,Low,4.2,596,0.21971996510243746,1,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8891393605101355
SME_08540,Finance,14.6,52,7741604.75,0.5,0.91,9.85,0.0053,0.65,42224.49,1174731.46,9.0,2,1348360.21,0.2348,316564.58,0,1,Low,Medium,7.5,619,0.04613057785129942,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_08541,Retail Trade,3.5,7,632125.04,1.24,0.38,8.39,0.0698,0.91,45935.39,120132.36,2.1,4,236095.59,0.1544,36451.09,0,1,Low,High,7.2,693,0.02563329514119393,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7414076186699331
SME_08542,Technology,10.4,2,169395.8,1.88,0.32,5.46,0.1787,1.64,34962.59,33710.41,6.6,3,32406.32,0.2101,6808.96,0,1,Medium,Medium,6.9,720,0.0019096868704762974,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,1.000500405969456
SME_08543,Other Services,1.5,1,100000.0,2.49,1.47,3.77,0.0843,1.91,8806.95,18681.54,1.1,2,25090.44,0.1777,4458.59,0,0,Low,Medium,8.4,664,0.022750292739136768,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.923985757772383
SME_08544,Technology,3.9,1,150109.23,0.5,2.34,6.03,0.0335,1.05,5327.8,23000.93,1.9,3,36088.72,0.158,5703.22,0,1,Medium,Medium,9.7,551,0.216234199136063,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.91920957506971
SME_08545,Professional Services,1.0,2,327535.22,0.78,1.6,11.61,0.0636,2.93,20181.62,78562.48,1.0,3,109308.24,0.2201,24062.42,0,0,Low,High,5.0,644,0.06809849973275829,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8891393605101355
SME_08546,Other Services,3.6,7,379192.47,1.4,0.13,5.29,0.0687,3.86,32323.23,55070.59,2.7,1,127978.86,0.2419,30962.23,0,0,Low,Low,6.9,691,0.0178457907824714,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8928711362213282
SME_08547,Construction,12.3,11,841607.44,0.72,0.42,8.09,0.0808,1.11,63467.12,77309.65,8.2,1,191529.18,0.5038,96498.44,0,0,Medium,Low,6.9,706,0.020910658314728273,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8785029209906745
SME_08548,Retail Trade,1.7,1,100000.0,1.52,1.51,6.74,0.1385,0.53,14571.74,11683.31,1.0,3,25079.24,0.1574,3947.36,60,1,Medium,Medium,6.0,658,0.015066726545572083,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8785029209906745
SME_08549,Healthcare,12.1,2,154743.56,1.13,0.94,11.2,0.0917,0.3,13082.32,21041.73,8.0,2,34437.2,0.35,12051.73,0,1,High,Low,7.9,707,0.007417577446737953,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.9468380264727759
SME_08550,Technology,4.8,9,1484362.77,0.81,0.15,5.07,0.0891,0.41,157567.5,108744.47,3.6,6,417219.49,0.4107,171354.95,0,0,Medium,Medium,6.4,675,0.02309939708394969,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7414076186699331
SME_08551,Retail Trade,2.8,6,858392.16,1.38,1.4,0.59,0.0006,0.67,443.76,103455.79,1.9,6,391516.35,0.8002,313297.46,0,0,Low,Medium,6.2,515,0.268599831420146,1,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
SME_08552,Transportation,7.3,2,187633.28,0.95,1.91,4.1,0.0634,1.55,13693.34,32590.59,3.7,7,26763.65,0.451,12070.65,0,1,Low,Low,5.4,605,0.08788733269261337,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8891393605101355
SME_08553,Other Services,7.8,9,401965.54,4.73,0.35,1.35,0.11,0.41,51979.41,83918.43,5.9,3,185898.44,0.405,75287.83,0,0,Low,High,6.4,694,0.007335868080686236,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_08554,Retail Trade,12.4,7,493993.39,0.74,1.0,6.52,0.1376,0.56,67906.67,31914.14,7.5,3,196217.84,0.3238,63531.34,0,0,Low,Medium,5.6,677,0.010679924311694695,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.666058435728249
SME_08555,Healthcare,9.0,10,935407.72,0.77,0.69,4.75,0.2056,0.2,228324.41,215882.45,4.1,1,205162.36,0.6221,127629.0,30,0,Medium,Medium,9.1,653,0.013850170688491384,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_08556,Professional Services,13.1,47,4945344.17,1.17,1.53,12.54,0.1426,1.14,692565.82,423893.34,4.5,3,989795.51,0.7152,707880.94,0,1,Low,High,7.3,672,0.00820922831785622,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.9121737576182614
SME_08557,Construction,3.0,8,541083.42,1.21,1.48,0.99,0.1444,1.45,93759.11,131221.53,1.0,3,96894.08,0.3048,29534.87,0,0,Medium,High,8.1,614,0.030621379406220034,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.8559504400397184
SME_08558,Food Services,10.9,8,484666.76,1.58,0.1,11.55,0.1057,0.88,48966.3,49567.69,9.0,1,145647.67,0.0405,5901.31,30,0,Low,Low,7.4,757,0.004665634317144584,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.923985757772383
SME_08559,Food Services,3.5,19,1446004.37,0.5,2.9,9.31,0.1881,1.31,275261.17,198152.0,2.7,7,560316.28,0.2396,134274.09,0,2,Medium,High,7.1,598,0.09805516480859243,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.8427322476714992
SME_08560,Technology,14.2,18,1789067.88,1.72,0.11,2.69,0.0407,0.71,70725.34,206190.38,8.8,7,447736.54,0.0477,21348.55,0,0,Low,High,6.9,683,0.005942901544948748,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.8427322476714992
SME_08561,Finance,2.6,7,848419.01,0.59,2.39,12.1,0.0947,1.02,74958.92,147654.33,1.2,2,376551.85,0.1532,57682.31,0,1,Low,High,8.2,618,0.10047743119272225,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.8427322476714992
SME_08562,Technology,11.0,2,720011.53,1.69,0.71,7.4,0.0022,3.1,1643.88,165412.83,4.7,1,156157.02,0.0733,11443.41,30,0,Low,High,6.3,655,0.01209363766258503,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.9335843617982367
SME_08563,Retail Trade,10.9,15,908109.38,4.67,0.27,5.76,0.1402,3.57,115835.69,212832.06,6.3,1,146628.39,0.1533,22481.35,0,1,Low,High,8.2,730,0.003223843798796233,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.9468380264727759
SME_08564,Healthcare,1.0,2,175389.93,0.96,0.76,7.81,0.088,1.76,13307.43,23055.33,1.0,3,60563.37,0.3265,19775.95,0,1,Low,Medium,7.0,665,0.03170132661785918,0,2023-07-31,0.0199449965378128,0.060318652951567533,0.03648197571268648,0.024912627018436127,27.01983447040821,1.1139134125154895
SME_08565,Retail Trade,1.0,1,100000.0,1.83,0.56,4.89,0.0619,0.59,6520.1,20743.31,1.0,2,25413.76,0.3538,8991.76,0,0,Low,Medium,7.4,679,0.023761689568189363,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.9967093521794543
SME_08566,Professional Services,17.4,28,2829633.19,1.18,0.42,7.18,0.0665,0.68,218448.34,378311.61,5.9,4,470129.69,0.4443,208868.31,0,0,Medium,Medium,5.4,722,0.006974639532751715,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.6613260971441672
SME_08567,Other Services,27.5,13,1125492.49,1.31,0.3,11.35,0.0364,1.09,34773.32,60876.61,14.4,5,438918.03,0.2149,94309.44,0,1,Low,High,5.8,714,0.009097031752537366,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,1.0160229505175198
SME_08568,Construction,1.0,15,1418396.58,0.89,0.45,3.13,-0.0521,1.38,-84714.91,105231.82,1.0,2,205708.08,0.477,98123.04,0,0,Medium,Medium,8.1,519,0.268599831420146,1,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
SME_08569,Construction,1.2,1,100000.0,1.72,0.54,2.14,0.0857,2.74,9025.46,23272.48,1.0,3,40681.57,0.6211,25267.55,0,2,Low,Medium,7.5,635,0.03996205253913615,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8891393605101355
SME_08570,Healthcare,18.1,11,999578.72,0.91,0.1,10.29,0.189,1.47,244990.17,139038.17,15.4,2,234015.89,0.2733,63967.4,0,0,Medium,Low,8.8,748,0.0026680264837376654,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.9121737576182614
SME_08571,Real Estate,5.2,3,253730.21,3.48,2.39,5.01,-0.0064,1.08,-1859.32,57729.19,4.3,4,30180.14,0.3304,9972.19,0,2,High,Low,7.5,554,0.131485201255138,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8785029209906745
SME_08572,Education,2.4,3,253185.12,0.52,1.16,2.19,0.131,2.08,34602.05,22618.3,1.4,1,51303.3,0.556,28526.06,0,3,Low,Medium,8.0,568,0.06731426208420829,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,1.000500405969456
SME_08573,Transportation,5.4,2,194165.38,1.51,0.39,7.51,0.0742,2.47,17183.59,42642.17,4.7,3,30528.47,0.2266,6918.61,0,1,Low,Medium,5.6,706,0.01206095193182829,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.7947300920328391
SME_08574,Construction,2.7,13,736753.85,2.48,0.52,1.65,0.0258,1.39,24474.71,93000.09,2.0,3,178142.75,0.1075,19142.0,30,1,Low,Low,7.9,620,0.04784475789162493,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8928711362213282
SME_08575,Technology,2.8,18,4210316.25,0.5,0.1,10.54,0.0361,1.14,151961.58,383360.6,1.8,2,999427.88,0.0875,87449.56,0,0,Low,Medium,7.8,655,0.05741876709521153,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.9121737576182614
SME_08576,Professional Services,1.0,1,153679.33,0.59,0.39,2.61,0.0631,4.0,8896.79,11835.03,1.0,1,63628.35,0.1202,7645.92,0,0,Medium,Low,7.2,618,0.07518324161315022,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
SME_08577,Construction,5.0,6,375736.69,1.01,0.62,7.55,0.0866,1.59,28636.19,80931.04,2.5,6,141815.35,0.1794,25443.61,30,2,Low,Low,9.0,669,0.03560972626621734,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.91920957506971
SME_08578,Manufacturing,11.7,43,4922150.17,0.64,0.23,7.27,-0.0173,1.44,-83227.76,629023.63,4.6,5,1808794.54,0.1478,267379.87,30,1,Low,High,8.4,598,0.07397486381211119,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.9967093521794543
SME_08579,Food Services,4.1,32,3184281.25,0.7,0.22,3.89,0.1173,2.34,473238.44,687459.92,2.7,2,723687.24,0.1287,93127.31,0,0,Low,Medium,9.9,657,0.04353986718487069,0,2023-07-31,0.0199449965378128,0.060318652951567533,0.03648197571268648,0.024912627018436127,27.01983447040821,1.1139134125154895
SME_08580,Professional Services,4.1,2,169839.72,1.63,0.27,4.46,0.0721,3.6,10378.94,35031.03,3.2,3,64643.57,0.1468,9488.71,0,1,Medium,High,5.8,685,0.012309770495702158,0,2023-07-31,0.0199449965378128,0.060318652951567533,0.03648197571268648,0.024912627018436127,27.01983447040821,1.1139134125154895
SME_08581,Retail Trade,5.1,2,100000.0,1.52,3.0,11.85,0.0407,1.78,4544.32,16581.21,3.0,1,21230.91,0.6081,12910.53,120,2,Low,Low,7.4,598,0.10906335560992017,1,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_08582,Education,1.8,3,127153.56,0.5,0.97,2.77,0.0216,1.09,2862.04,20688.36,1.0,4,51788.54,0.5168,26762.94,0,0,Low,Low,5.7,557,0.17311203922737547,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_08583,Construction,9.1,1,100000.0,1.51,0.79,7.44,0.0211,0.56,2271.9,14356.2,7.1,4,36891.65,0.6204,22887.01,0,0,Medium,High,6.8,648,0.03270194075637627,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.91920957506971
SME_08584,Manufacturing,5.9,6,981487.12,2.47,0.4,1.25,0.1851,1.48,150491.79,174240.08,3.2,5,318632.51,0.4962,158104.31,120,0,Low,Medium,7.6,687,0.00574198583125873,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.9121737576182614
SME_08585,Manufacturing,4.8,25,2502331.51,1.64,0.26,2.19,0.0304,1.7,72406.72,563597.91,2.7,1,948564.01,0.2391,226772.37,0,2,Low,Medium,6.7,617,0.03279046535630417,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8891393605101355
SME_08586,Retail Trade,2.6,3,199137.29,4.35,0.67,3.92,0.1157,1.29,24166.15,40517.57,1.7,4,20662.95,0.4248,8777.56,30,1,Medium,Low,8.7,682,0.013292372417374724,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8891393605101355
SME_08587,Food Services,9.6,7,335900.11,2.03,1.08,5.03,0.1188,3.0,50394.68,56817.76,5.5,1,132865.63,0.2565,34086.39,0,0,Medium,Medium,7.8,706,0.007267507722573762,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.9121737576182614
SME_08588,Other Services,7.7,21,1287431.5,5.0,0.82,5.57,0.1679,2.44,275325.29,71529.68,5.8,6,271056.18,0.1975,53529.47,60,1,Medium,Medium,5.9,704,0.0037808666079552702,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.817930208741833
SME_08589,Other Services,1.0,1,134448.31,0.5,0.48,7.6,0.0535,1.63,7704.47,12734.61,1.0,4,49239.96,0.2881,14187.12,60,1,Medium,Medium,6.7,632,0.0930007802621742,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_08590,Retail Trade,9.9,51,2581016.06,0.5,0.1,8.99,0.0832,0.69,260080.61,611570.21,6.6,2,369178.37,0.4623,170669.38,0,0,Medium,Low,7.7,708,0.027234332062700154,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8785029209906745
SME_08591,Education,4.4,7,707642.95,0.68,0.96,3.96,0.1345,1.49,118111.11,128346.56,3.2,2,101364.26,0.2581,26162.94,30,0,Low,Medium,5.0,635,0.021193668340389393,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7440273448187127
