company_id,industry,years_established,num_employees,is_public,market_cap,annual_revenue,current_ratio,quick_ratio,cash_ratio,debt_to_equity,debt_to_assets,times_interest_earned,net_profit_margin,roa,roe,asset_turnover,inventory_turnover,operating_cash_flow,free_cash_flow,credit_rating,num_banking_relationships,primary_bank_relationship_years,total_credit_facilities,committed_facilities,utilization_rate,outstanding_debt,geographic_diversification,regulatory_environment,market_position,esg_score,corporate_credit_score,default_probability,is_default,observation_date,gdp_growth,unemployment_rate,interest_rate,credit_spread,vix,macro_risk_factor
CORP_1565,Financial Services,18,2212,1,11611172760.7,426409665.3,0.83,0.53,0.16,0.89,0.4416,4.05,0.2069,0.1312,0.2532,2.52,7.42,122450439.57,99572871.72,AAA,8,6.5,98291105.1,66055771.12,0.1149,7592093.19,Regional,Low,Strong,58,850,0.0003046851992457805,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8428896528747505
CORP_1566,Technology,22,1447,1,2496864984.12,878043376.12,4.0,2.41,1.06,1.56,0.613,6.94,0.1504,0.1421,0.4119,0.45,3.0,175537374.64,107734821.6,BBB+,7,8.4,77299842.93,59744483.2,0.031,1854875.35,Global,Low,Leader,81,766,0.002928112145939923,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.8690131623605147
CORP_1567,Transportation,7,4249,1,320631132.79,431333879.94,0.83,0.68,0.23,0.49,0.3331,12.59,0.0401,0.164,0.2256,0.63,5.2,21930465.93,15392928.01,A-,3,3.1,71896127.97,50422333.86,0.0467,2353541.3,Global,Medium,Average,54,792,0.0008188136689578132,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.83086863700811
CORP_1568,Technology,49,4756,1,580991950.85,1933216884.74,1.07,0.76,0.44,2.01,0.5828,7.19,0.2545,0.1074,0.2783,1.05,7.5,572769717.13,363913458.29,A-,4,18.3,145678829.07,111722904.35,0.1344,15013177.33,Regional,Low,Strong,70,742,0.0036562721369037526,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8785246560659119
CORP_1569,Media,41,4515,1,188221611.42,680621267.24,3.78,3.22,0.98,0.46,0.2793,11.59,0.198,0.0247,0.0328,1.42,8.39,159670623.15,117541541.55,A+,3,24.4,97956385.21,74349922.2,0.3869,28766597.39,Domestic,Medium,Weak,77,821,0.0028699960106782843,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7410030339756155
CORP_1570,Manufacturing,25,5023,1,5370790481.4,728829308.95,0.8,0.5,0.16,0.76,0.3507,3.12,0.0868,0.1453,0.2558,2.08,9.29,87703062.18,64652269.65,A+,5,9.9,131320557.25,84473301.95,0.2858,24146041.78,Regional,Medium,Average,82,782,0.0022303215009163778,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.8690131623605147
CORP_1571,Real Estate,8,5789,1,1790835672.75,527945064.72,1.27,1.04,0.35,0.36,0.2335,14.21,0.1932,0.0359,0.045,1.16,12.03,125801498.9,95395967.95,B+,3,6.3,97640675.92,67771705.35,0.1691,11462494.41,Regional,Low,Average,62,645,0.02342477944269588,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.8962598579848741
CORP_1572,Energy,38,6506,1,46577812.53,1883885238.05,1.02,0.79,0.52,0.23,0.1543,5.33,0.1214,0.0856,0.0937,1.72,7.11,265841009.69,175984386.12,B-,2,11.8,440857310.97,272131464.24,0.1005,27340708.53,Regional,High,Strong,59,581,0.16353168557456624,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9021123716377477
CORP_1573,Healthcare,9,5321,1,147002664.96,960976828.27,1.54,1.01,0.34,0.42,0.2489,6.1,0.1117,0.0394,0.0646,1.28,5.79,139513678.24,100878572.72,B+,5,3.4,130116498.75,84412084.12,0.1299,10967069.29,Global,Medium,Strong,65,612,0.08579672919972518,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.8690131623605147
CORP_1574,Technology,12,2574,1,497163176.59,1259240741.47,2.57,1.95,0.69,0.2,0.1915,7.64,0.2026,0.1433,0.1659,0.44,4.82,330699771.29,296826838.15,BBB-,3,9.0,205996628.41,129543343.26,0.2679,34698528.75,Global,Medium,Average,66,730,0.004843412830975676,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.775111971024865
CORP_1575,Real Estate,16,3630,1,1445861465.72,242472877.57,2.58,1.76,1.15,0.47,0.3079,2.19,0.1082,-0.0161,-0.0228,1.51,5.1,35857097.57,28959407.9,AA-,5,8.7,25230072.97,15985178.23,0.2535,4052386.34,Regional,Medium,Average,62,787,0.010203669471681486,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.8932096420214415
CORP_1576,Healthcare,41,31325,1,79753093.78,4414277761.49,0.8,0.57,0.22,0.24,0.1672,7.3,0.0626,0.0547,0.0634,0.42,7.59,363006522.06,303630909.49,BBB-,4,19.1,1158075407.93,979590346.42,0.2625,257132393.37,Regional,Medium,Average,51,698,0.013279415047659658,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8785246560659119
CORP_1577,Real Estate,5,827,0,0.0,73256890.95,0.8,0.58,0.3,0.87,0.47,6.64,0.16,0.0786,0.1512,0.3,4.89,14379816.24,9121134.28,BBB+,7,3.2,20462444.38,17833008.03,0.025,446013.65,Global,Low,Average,51,720,0.012701456880972226,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_1578,Real Estate,14,4965,1,3152005585.9,859657799.93,1.48,0.97,0.35,0.53,0.3633,9.79,0.1704,0.0375,0.0684,2.27,8.33,182405549.48,144293507.13,BB-,7,5.2,107098501.36,80644341.96,0.1596,12874205.24,Regional,Medium,Strong,64,648,0.05053253859162503,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.8376130979100156
CORP_1579,Utilities,122,1827,0,0.0,188120782.76,1.12,0.99,0.5,0.1,0.094,11.38,0.006,0.1333,0.1422,0.3,7.09,1397476.42,1198443.2,A,4,26.2,54513083.58,43884074.52,0.2618,11489081.38,Domestic,Low,Leader,88,847,0.0002479004802799839,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.778281751303648
CORP_1580,Consumer Goods,8,1989,0,0.0,271999602.29,1.07,0.67,0.43,0.51,0.31,8.53,0.094,-0.0316,-0.0417,3.0,3.13,31543453.71,24347386.93,A,6,4.7,60679927.65,54459511.55,0.1967,10712981.46,Domestic,Low,Leader,99,773,0.004671011245199216,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.8376130979100156
CORP_1581,Transportation,30,7007,1,426740558.64,492472666.47,4.0,3.06,1.88,0.51,0.2868,15.48,0.0546,0.0439,0.0587,0.54,7.69,36639076.63,28034671.43,A-,2,20.3,88763841.92,64740047.33,0.0231,1492780.82,Regional,Medium,Average,67,814,0.001183749401272582,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7613581933871103
CORP_1582,Transportation,24,25855,0,0.0,4470191280.85,0.8,0.56,0.33,0.62,0.3081,11.08,0.0714,0.1052,0.1579,2.15,7.67,402586434.22,323636547.68,BBB,3,15.8,562284446.24,356266270.63,0.4247,151303220.92,Regional,Low,Weak,78,721,0.004746874536884587,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.8376130979100156
CORP_1583,Healthcare,42,4880,0,0.0,1077180777.34,0.97,0.76,0.38,0.49,0.2884,9.92,0.1556,0.0264,0.0327,1.16,14.88,196401460.86,143172598.4,AA,4,21.2,272630878.25,214790992.93,0.1865,40054614.36,Global,Low,Weak,57,828,0.0012545661550293278,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8432684099336892
CORP_1584,Utilities,55,1128,1,232960884.31,238702562.77,2.13,1.64,0.5,0.7,0.435,3.93,0.2664,-0.0107,-0.0195,0.3,3.66,81378789.58,52647963.06,A,5,38.2,16731473.86,14079782.85,0.3062,4310792.18,Regional,Medium,Average,85,755,0.00916369514495836,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.778281751303648
CORP_1585,Financial Services,5,1020,1,560793507.04,504911721.15,0.86,0.53,0.25,0.17,0.1595,3.28,0.0699,-0.0057,-0.0076,0.77,11.89,39870664.13,25764841.11,A-,1,3.5,149715326.36,120208098.85,0.1062,12764106.28,Global,Low,Weak,73,706,0.03722053404889053,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.8962598579848741
CORP_1586,Energy,47,8857,1,3983931284.86,4119185983.62,1.41,1.14,0.73,0.19,0.1793,4.09,0.0619,0.0603,0.0752,1.4,5.45,324039090.87,215875414.11,BB,10,23.9,1117341512.46,790630223.49,0.0849,67145081.37,Regional,Medium,Leader,43,667,0.040558598970134696,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.775111971024865
CORP_1587,Technology,39,4601,1,41954348.28,1685219350.46,0.8,0.72,0.44,0.63,0.4307,2.93,0.0511,0.1508,0.2613,0.3,2.98,119764781.8,100038973.41,BB+,7,9.6,124984402.92,110168185.84,0.0792,8725484.93,Regional,Low,Strong,83,672,0.013838571214981445,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8785246560659119
CORP_1588,Manufacturing,5,1932,1,368229942.53,169574564.11,1.77,1.1,0.69,1.11,0.5281,13.04,0.1119,0.0331,0.0693,2.58,6.33,25383570.41,17857609.67,BBB-,5,2.0,25641664.93,17319739.97,0.2126,3682218.29,Global,Low,Average,32,708,0.005997301425834874,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.8962598579848741
CORP_1589,Telecommunications,20,12369,1,130702690.73,2220427600.38,3.04,2.51,0.95,0.32,0.2508,6.27,0.1592,0.0847,0.1114,1.05,5.35,435091730.72,350336640.67,A,4,12.7,337742839.04,249720720.82,0.0505,12599497.35,Global,Medium,Strong,60,801,0.0019746131064392047,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.8376130979100156
CORP_1590,Financial Services,7,2369,1,3707006693.79,738372510.58,0.8,0.58,0.3,0.65,0.4456,8.39,0.0092,0.0844,0.1463,1.74,7.45,8018612.25,6464745.8,AAA,9,2.7,167452749.49,144762140.32,0.1165,16864254.05,Regional,High,Strong,56,850,0.0002510601089248793,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.775111971024865
CORP_1591,Healthcare,72,2411,0,0.0,825416146.65,0.8,0.51,0.34,0.63,0.3369,4.83,0.0029,0.0848,0.1515,2.74,4.92,2657542.01,2336747.52,BB,4,40.3,54283200.02,44330675.02,0.4313,19120220.28,Global,Low,Average,78,651,0.02535851676189816,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7088330920178042
CORP_1592,Energy,5,4121,1,989650192.24,4806972648.67,0.8,0.69,0.3,0.37,0.245,6.55,0.155,0.1111,0.1538,1.8,5.43,904542363.14,701150742.15,A+,8,2.9,848739255.76,530142949.58,0.1198,63499669.41,Domestic,High,Strong,78,801,0.0015201211692652931,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_1593,Telecommunications,15,5142,0,0.0,1118578955.72,0.8,0.65,0.44,0.1,0.098,4.78,-0.0188,0.0647,0.0774,0.63,5.34,-27377424.79,-19220412.47,AA-,7,10.6,298000374.85,209879202.79,0.2504,52551288.94,Domestic,Low,Average,39,805,0.0021241758801941813,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.8932096420214415
CORP_1594,Transportation,33,2315,1,104497088.76,622685693.57,3.98,2.65,0.87,0.48,0.2677,16.78,0.0647,-0.0343,-0.0552,0.94,2.61,44911085.86,29152449.15,BB,2,12.6,48866486.69,41430909.38,0.6092,25239299.1,Regional,Medium,Strong,68,705,0.011921459878385878,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9021123716377477
CORP_1595,Technology,5,3443,1,116238999.57,871222590.92,2.18,1.56,0.97,0.59,0.3248,6.65,0.1206,0.1747,0.307,0.64,2.08,124147750.08,87799805.2,BBB+,3,2.9,84289416.35,68387120.4,0.3483,23819619.61,Regional,High,Leader,70,769,0.002309091272832444,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,0.8560943715676737
CORP_1596,Energy,32,1440,0,0.0,297312645.29,0.88,0.7,0.43,0.8,0.3605,11.39,0.1299,0.1334,0.254,0.77,16.5,51774721.68,35438661.17,A+,7,11.0,77390450.08,47047987.92,0.6263,29467494.22,Domestic,High,Strong,61,827,0.0005917917412899856,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8785246560659119
CORP_1597,Healthcare,25,5977,1,128140279.16,2574928336.16,0.8,0.61,0.24,0.74,0.4176,5.05,0.1775,0.1818,0.3264,1.57,3.9,638361139.33,528159170.25,BB-,1,18.2,637773944.31,440837901.93,0.0846,37284116.21,Regional,Low,Average,79,633,0.025237299929104225,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9021123716377477
CORP_1598,Healthcare,12,1251,1,43085442.05,154177684.75,0.84,0.71,0.42,0.53,0.2894,2.59,0.1162,0.0512,0.0839,0.92,4.46,23371568.64,14932283.56,BBB,9,9.4,15068968.36,13062572.41,0.2033,2655739.48,Regional,High,Strong,75,688,0.018080065746723432,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8432684099336892
CORP_1599,Technology,5,4487,0,0.0,1439240698.79,0.88,0.74,0.35,1.88,0.7616,13.83,0.086,0.087,0.2468,3.0,2.0,141622951.17,118222775.37,B+,4,2.0,132884963.66,98817603.38,0.4597,45425474.55,Global,Low,Weak,75,603,0.020053476642635362,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.8962598579848741
CORP_1600,Healthcare,56,1237,0,0.0,353579527.93,1.26,1.02,0.65,0.5,0.326,7.83,0.1293,0.1354,0.2111,3.0,3.88,53424124.5,40355968.18,BB+,8,38.2,84878758.69,54013134.83,0.2477,13377173.52,Global,Low,Strong,79,705,0.00562201674754959,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.807413970683563
CORP_1601,Technology,8,3185,0,0.0,407594701.09,1.86,1.45,0.61,0.29,0.2581,2.89,0.1529,0.1724,0.1923,0.3,2.31,85211297.18,72310452.07,BBB-,4,3.6,58390932.41,39451264.91,0.1777,7008593.78,Domestic,Low,Average,60,698,0.00991191317472321,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.8291414560507036
CORP_1602,Energy,11,2492,0,0.0,225413677.18,0.8,0.53,0.24,1.0,0.5187,8.3,0.1314,0.0022,0.0046,1.12,7.21,41263812.23,36817868.56,A-,2,4.2,46271754.1,41617455.13,0.2187,9101115.64,Regional,Medium,Strong,70,737,0.01485647902279648,0,2023-07-31,0.0199449965378128,0.060318652951567533,0.03648197571268648,0.024912627018436127,27.01983447040821,1.006429858346778
CORP_1603,Real Estate,37,49383,1,76946667.11,3882180578.78,0.91,0.6,0.22,1.01,0.5794,5.44,0.0412,0.0756,0.1759,0.3,6.04,178365467.32,124802191.52,BBB+,3,17.5,909262411.88,785561056.03,0.0655,51425584.19,Regional,Medium,Strong,74,723,0.014004818068030105,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.8876763336936222
CORP_1604,Media,6,2290,1,91991659.6,328082106.55,0.88,0.57,0.23,0.62,0.3661,9.24,0.1495,0.1301,0.2032,0.48,4.82,64446162.25,42874533.88,BB,6,4.4,79635204.83,67400144.09,0.1866,12573775.85,Domestic,High,Leader,62,684,0.009180463144847047,0,2023-07-31,0.0199449965378128,0.060318652951567533,0.03648197571268648,0.024912627018436127,27.01983447040821,1.006429858346778
CORP_1605,Real Estate,11,1563,0,0.0,131047196.97,0.8,0.65,0.25,0.5,0.3122,12.3,0.1023,0.0244,0.0297,1.35,7.4,18408767.46,11942642.49,BB+,6,3.1,30021171.97,20221163.62,0.0714,1443501.26,Regional,Low,Weak,68,671,0.025488048513651895,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9021123716377477
CORP_1606,Financial Services,10,500,1,33006051.55,310055412.92,0.8,0.72,0.32,0.63,0.4495,6.65,0.1354,0.0421,0.0792,1.37,20.0,52468949.98,35071762.24,BBB,6,4.5,35983990.03,29804557.65,0.383,11413792.35,Domestic,High,Average,46,699,0.01801437686928611,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8428896528747505
CORP_1607,Technology,85,981,1,59759202.8,325798071.9,0.91,0.63,0.37,0.71,0.4782,6.53,0.1876,0.0983,0.1681,2.05,2.33,73087354.45,46028234.44,A-,2,51.2,82364139.06,52894172.61,0.1611,8521286.63,Regional,Medium,Average,54,764,0.002934927186942055,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.8781585876280772
CORP_1608,Energy,5,1945,1,161400153.4,265019622.08,0.8,0.69,0.33,1.27,0.4666,6.79,0.1039,0.1215,0.2575,0.38,2.27,35958357.56,27256316.48,AA-,2,2.0,15840719.29,11238923.97,0.2758,3100115.6,Regional,Medium,Average,80,801,0.001514672706293016,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_1609,Technology,6,1732,0,0.0,422372877.52,2.2,1.34,0.87,1.06,0.6118,15.64,0.1447,0.0815,0.1535,1.17,2.98,84516842.28,53221852.52,BBB,5,4.7,64590049.56,53602902.12,0.2388,12799893.27,Regional,Medium,Leader,59,768,0.0008156759762065822,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.775111971024865
CORP_1610,Healthcare,6,13654,1,2833160722.45,3912972874.66,1.24,0.75,0.24,1.46,0.6621,10.38,0.1388,0.0483,0.1125,1.55,2.38,694760266.12,500378864.0,A-,5,2.0,661013775.69,445085618.62,0.1404,62488868.52,Domestic,Low,Weak,47,730,0.0078112177059309704,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8428896528747505
CORP_1611,Manufacturing,6,903,1,11106742455.46,73888366.33,0.86,0.59,0.18,1.34,0.6748,7.91,0.2128,0.0995,0.1949,1.25,2.55,21691062.15,16955584.93,AAA,10,3.5,12262224.29,9647361.89,0.3068,2960253.28,Regional,High,Strong,67,850,0.00022401674181384956,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.8220648219250999
CORP_1612,Financial Services,23,8480,0,0.0,936847941.86,0.81,0.68,0.45,0.91,0.3974,9.29,0.1228,0.0754,0.1523,0.3,8.96,140361923.62,90718107.36,AA-,4,10.6,256379431.73,196244327.15,0.3001,58887761.0,Domestic,High,Average,61,816,0.0011542318120690046,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.807413970683563
CORP_1613,Financial Services,9,1766,1,1504338201.05,748572408.83,0.8,0.68,0.45,0.44,0.295,7.19,0.0565,0.0856,0.124,0.53,3.08,53511616.48,44762690.3,BBB,5,2.9,215652961.67,150009745.0,0.2255,33827926.14,Global,Medium,Strong,35,719,0.0067810614357274495,0,2023-07-31,0.0199449965378128,0.060318652951567533,0.03648197571268648,0.024912627018436127,27.01983447040821,1.006429858346778
CORP_1614,Real Estate,9,10680,1,65078837.17,2170815522.74,0.8,0.71,0.23,0.66,0.4752,2.86,0.1233,0.0604,0.0884,1.98,4.69,312012237.6,208208880.17,CCC-,5,6.7,581014774.17,434478091.34,0.2967,128901116.03,Domestic,Low,Average,69,482,0.16353168557456624,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9021123716377477
CORP_1615,Technology,17,2270,0,0.0,423530978.14,1.37,1.03,0.63,0.46,0.2678,6.59,0.1528,0.1058,0.1825,2.08,5.45,71817287.86,46707225.02,BBB-,7,10.8,40747561.64,28124506.05,0.0019,53331.44,Domestic,Medium,Weak,62,686,0.011182439580495205,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.8220648219250999
CORP_1616,Technology,27,8971,1,8354256727.38,3072222291.82,1.34,1.07,0.43,0.83,0.4866,2.64,0.1013,0.0001,0.0002,0.3,3.51,418476103.98,288991413.17,BBB,5,13.3,657825737.28,526957535.89,0.3506,184759666.78,Regional,Medium,Strong,53,680,0.0375706604205695,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.775111971024865
CORP_1617,Energy,14,1006,0,0.0,384117296.42,3.97,3.08,1.54,0.41,0.2912,4.9,-0.019,-0.0269,-0.0308,0.91,2.98,-8751788.89,-5491816.86,BBB,2,7.6,72759214.19,57079208.12,0.6594,37637970.83,Domestic,Low,Leader,94,723,0.02838302940846296,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.8220648219250999
CORP_1618,Healthcare,13,16467,1,1991659091.79,2227772466.28,0.8,0.64,0.2,0.48,0.3294,8.07,0.1225,0.0506,0.0648,1.12,4.94,353975021.17,268478251.97,A,5,3.4,194315065.23,161361189.51,0.3212,51822775.36,Domestic,Medium,Average,63,771,0.00319805323300018,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.775111971024865
CORP_1619,Real Estate,20,2503,1,847615672.37,275970772.31,1.67,1.25,0.85,0.51,0.2996,4.23,0.0414,0.0348,0.0557,0.3,2.24,13225231.46,8238038.03,A,5,15.4,22504715.34,16102811.36,0.1664,2679776.67,Regional,High,Strong,70,763,0.009963305450408556,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.8781585876280772
CORP_1620,Financial Services,5,7555,0,0.0,2977501235.44,1.57,1.13,0.49,1.09,0.4476,10.06,0.1615,0.1295,0.2902,1.02,4.77,656939128.66,422575103.18,BBB,3,2.4,459949300.81,369338846.17,0.047,17350504.83,Domestic,Medium,Average,48,731,0.0035496372615914326,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.8220648219250999
CORP_1621,Healthcare,40,1762,1,198505586.3,324571710.85,1.69,1.24,0.75,0.74,0.402,5.51,0.0009,0.1621,0.2664,0.3,5.87,373212.27,261385.83,BBB+,4,28.3,85918558.29,67836381.53,0.0785,5327438.19,Domestic,Low,Average,82,747,0.004012084368846288,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.8376130979100156
CORP_1622,Healthcare,10,35525,0,0.0,8867889125.59,1.79,1.34,0.9,0.7,0.3583,6.54,0.2694,0.1017,0.1724,3.0,2.3,2840959498.89,2072260679.3,AA+,8,4.7,507684357.37,455222562.5,0.1373,62491253.02,Regional,Medium,Average,61,850,0.00029640274816085036,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.778281751303648
CORP_1623,Healthcare,15,7879,1,313128029.22,1674932883.83,1.09,0.7,0.33,1.3,0.542,6.35,0.1559,0.1525,0.3566,0.54,5.33,363659143.9,225480066.23,BB-,3,5.5,428239459.81,346752851.89,0.3016,104579755.18,Regional,Medium,Strong,66,634,0.022573419342646985,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.8876763336936222
CORP_1624,Telecommunications,8,7209,0,0.0,902520565.31,2.02,1.29,0.82,2.08,0.6506,9.26,0.1116,0.1046,0.3416,0.73,10.09,136386760.62,99373584.1,A-,6,4.6,53207673.14,40358039.62,0.7346,29646023.97,Regional,High,Average,69,747,0.002934188431728056,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8432684099336892
CORP_1625,Financial Services,5,2333,1,673139854.6,610884629.37,0.8,0.7,0.37,0.64,0.3905,11.59,0.1904,0.1129,0.1966,1.23,4.37,150751756.9,105087510.13,B,3,2.8,53624103.05,35109291.0,0.3393,11913326.03,Regional,High,Strong,73,621,0.020454543231666747,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9021123716377477
CORP_1626,Healthcare,5,2030,1,216525235.11,961238587.77,2.3,1.79,0.75,0.85,0.3793,2.47,0.0313,-0.0394,-0.064,2.08,13.79,38445964.3,27166355.13,AA-,3,2.0,74591203.22,59433299.49,0.1296,7702088.16,Domestic,Low,Leader,68,786,0.005092594394707916,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.8376130979100156
CORP_1627,Financial Services,30,1885,1,953134536.15,480477357.75,0.8,0.59,0.29,0.76,0.4629,5.55,0.0095,0.0913,0.1801,0.36,3.53,5545738.0,4010850.58,A-,3,23.0,123477360.84,76171344.8,0.6691,50965019.66,Domestic,Low,Leader,60,759,0.0031732531150680523,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.8376130979100156
CORP_1628,Real Estate,25,2168,1,1356868596.26,151276683.32,0.8,0.6,0.33,0.74,0.4217,4.43,0.0919,0.0224,0.0325,0.32,3.49,16269936.15,10950463.08,A,6,14.4,44140338.11,27505263.51,0.731,20105453.36,Global,Low,Average,89,744,0.014847061599454923,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_1629,Technology,27,656,1,1042036731.76,226712250.23,0.8,0.68,0.43,0.54,0.3896,5.86,0.0678,0.1051,0.1771,0.7,5.85,17317657.54,11130004.26,BB,5,10.0,20669984.39,16459215.86,0.1087,1789160.7,Domestic,Low,Strong,41,657,0.014982487822740151,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.8781585876280772
